Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
Gene6833	0	2	0	1	0	1	2	2	0	1
Gene6834	61	25	51	9	0	137	45	110	138	63
Gene6835	26	7	0	12	4	4	2	5	1	6
Gene6836	17	12	3	12	0	0	3	3	6	3
Gene6837	44	73	25	40	9	280	429	286	152	184
Gene6838	77	61	43	68	17	19	13	38	13	23
Gene6839	21	8	32	1	3	1	4	14	1	13
Gene6840	4	1	1	3	0	0	0	2	2	0
Gene6841	518	359	301	225	110	107	94	239	115	95
Gene6842	23	3	0	2	3	7	0	12	6	2
Gene6843	15	12	26	7	4	2	2	2	2	1
Gene6844	88	198	260	239	27	122	124	193	105	107
Gene6845	18	8	3	0	0	11	8	5	3	9
Gene6846	14	29	5	10	1	1	0	0	2	0
Gene6847	35	41	42	6	9	12	12	11	27	9
Gene6848	129	242	182	265	26	196	168	278	288	194
Gene6849	747	665	478	566	40	232	132	246	382	204
Gene6850	78	5	57	17	15	92	106	99	59	44
Gene6851	9	9	6	2	0	3	2	1	1	2
Gene6852	8	14	3	2	0	4	0	1	5	0
Gene6853	19	44	21	4	5	2	29	9	10	15
Gene6854	6	19	6	3	0	4	2	0	14	1
Gene6855	6	6	14	0	0	2	0	0	0	1
Gene6856	57	57	43	11	8	284	211	230	83	100
Gene6857	35	10	10	31	16	55	75	139	36	77
Gene6858	4	1	0	0	0	2	1	2	1	0
Gene6859	40	97	99	55	24	41	65	37	112	52
Gene6860	115	74	243	111	40	183	154	155	198	207
Gene6861	19	3	0	4	0	4	0	6	2	3
Gene6862	17	35	17	20	6	65	46	72	89	64
Gene6863	48	21	30	25	6	4	11	30	23	3
Gene6864	6	5	2	6	1	12	84	46	7	31
Gene6865	4	2	8	3	1	2	3	9	6	4
Gene6866	91	103	101	64	24	390	371	906	371	221
Gene6867	4	4	0	19	1	0	0	6	0	0
Gene6868	5	1	2	7	0	5	4	4	11	19
Gene6869	18	45	67	68	7	100	91	100	194	57
Gene6870	0	15	2	1	0	0	0	0	0	0
Gene6871	0	0	0	0	0	0	0	2	0	0
Gene6872	5	11	1	9	3	10	3	2	5	5
Gene6873	0	2	0	19	4	2	5	3	0	0
Gene6874	14	23	14	24	0	133	170	77	124	157
Gene6875	0	9	2	0	0	1	0	0	0	0
Gene6876	14	18	10	5	7	3	9	7	18	2
Gene6877	26	12	34	38	4	16	8	12	16	14
Gene6878	4	8	2	1	0	2	0	6	0	0
Gene6879	26	25	17	31	7	77	67	117	115	81
Gene6880	10	17	12	7	0	3	1	2	5	1
Gene6881	167	178	104	118	63	130	106	147	181	103
Gene6882	30	35	38	15	11	48	24	63	81	23
Gene6883	48	63	54	59	0	4	7	9	6	7
Gene6884	27	37	68	80	10	176	68	188	98	78
Gene6885	1	4	7	4	2	0	1	2	0	5
Gene6886	1	13	10	2	0	19	37	17	13	95
Gene6887	31	36	75	31	7	126	38	112	79	75
Gene6888	75	99	39	96	7	104	128	275	196	113
Gene6889	2	7	8	7	0	1	0	1	10	4
Gene6890	64	67	66	46	9	37	51	51	41	21
Gene6891	22	58	37	66	12	117	82	91	89	102
Gene6892	30	3	16	12	2	8	12	41	26	17
Gene6893	1	0	1	0	0	3	1	4	4	0
Gene6894	25	19	33	31	10	33	61	137	76	85
Gene6895	112	84	84	90	14	50	68	50	81	37
Gene6896	40	31	44	36	0	68	117	57	32	32
Gene6897	43	37	15	22	5	52	29	35	52	43
Gene6898	37	39	36	17	1	42	13	31	14	12
Gene6899	80	117	58	53	15	194	222	356	461	184
Gene6900	7	34	16	26	0	6	8	19	4	10
Gene6901	32	20	9	3	0	16	2	16	2	13
Gene6902	1	12	1	0	0	0	0	0	1	0
Gene6903	42	40	46	24	0	27	33	45	52	54
Gene6904	3	2	1	0	0	1	0	1	1	5
Gene6905	2	1	15	9	1	16	2	16	5	14
Gene6906	41	27	36	35	7	124	78	90	98	36
Gene6907	34	129	81	74	7	56	97	42	89	46
Gene6908	109	39	11	25	8	17	34	61	23	37
Gene6909	11	1	1	0	0	2	1	5	3	5
Gene6910	1	0	0	0	1	27	2	4	2	0
Gene6911	34	31	35	16	3	164	103	767	394	724
Gene6912	173	116	114	276	20	66	73	61	40	48
Gene6913	20	11	25	5	5	10	1	15	4	11
Gene6914	44	14	44	8	8	81	49	64	53	12
Gene6915	230	138	199	184	33	49	35	52	20	29
Gene6916	49	21	12	47	10	55	69	94	166	144
Gene6917	0	1	1	0	0	0	1	1	2	0
Gene6918	72	97	28	77	16	64	106	296	80	116
Gene6919	114	86	83	68	18	94	76	137	80	98
Gene6920	51	34	16	50	5	11	10	48	10	16
Gene6921	11	33	17	12	6	3	0	0	6	2
Gene6922	86	48	145	143	13	13	8	21	15	5
Gene6923	33	27	14	42	5	98	48	54	127	51
Gene6924	55	52	28	21	2	55	62	64	37	41
Gene6925	39	57	61	52	14	22	27	13	6	26
Gene6926	83	15	16	13	5	12	16	17	10	5
Gene6927	0	0	0	3	0	0	0	1	0	3
Gene6928	0	0	0	0	0	0	0	1	0	0
Gene6929	355	206	415	255	48	262	160	116	98	110
Gene6930	20	62	48	50	6	3	23	22	23	23
Gene6931	30	50	30	43	7	12	17	7	15	10
Gene6932	43	24	23	18	0	19	7	10	15	3
Gene6933	13	9	7	10	4	1	24	15	31	20
Gene6934	25	9	34	21	8	88	48	118	39	23
Gene6935	30	22	2	16	2	2	0	3	4	1
Gene6936	4	11	26	33	2	6	15	10	6	0
Gene6937	44	38	36	67	0	83	24	27	155	144
Gene6938	13	4	2	6	0	0	12	16	23	33
Gene6939	11	24	29	15	2	8	4	6	5	2
Gene6940	22	5	17	7	0	4	6	7	14	5
Gene6941	65	27	61	40	4	16	44	34	11	11
Gene6942	36	27	7	2	0	6	12	19	23	1
Gene6943	28	18	29	25	1	4	2	3	7	6
Gene6944	1	5	5	6	5	2	0	1	5	0
Gene6945	22	28	25	23	0	3	3	3	0	2
Gene6946	10	10	13	7	4	5	2	7	4	6
Gene6947	17	4	1	12	1	2	11	5	9	8
Gene6948	4	0	0	1	2	7	10	12	3	12
Gene6949	0	2	6	3	0	11	0	2	1	2
Gene6950	8	2	2	0	0	1	8	6	18	3
Gene6951	84	46	45	32	1	213	143	296	109	118
Gene6952	8	8	19	14	4	8	11	9	13	7
Gene6953	6	11	0	4	1	2	20	63	62	9
Gene6954	1	2	10	15	0	14	7	12	0	2
Gene6955	14	22	29	19	4	10	9	14	16	2
Gene6956	3858	2390	3533	2876	521	629	1551	1276	1280	1113
Gene6957	1	1	0	0	0	0	0	1	0	0
Gene6958	122	129	102	45	22	34	9	61	79	50
Gene6959	14	0	4	4	0	4	5	0	5	1
Gene6960	70	126	67	77	10	67	72	96	93	54
Gene6961	231	374	180	155	61	96	76	79	111	45
Gene6962	7	3	3	0	0	16	3	6	0	10
Gene6963	3	11	12	0	0	0	0	0	0	1
Gene6964	32	72	41	51	11	798	842	216	337	533
Gene6965	69	79	21	18	1	90	49	80	135	22
Gene6966	46	63	52	20	2	21	12	18	13	10
Gene6967	35	66	106	53	9	155	35	114	95	130
Gene6968	0	0	2	0	0	25	0	4	15	0
Gene6969	19	47	10	24	8	91	68	18	69	45
Gene6970	75	44	23	27	2	39	49	44	32	15
Gene6971	120	34	60	32	3	78	6	59	27	23
Gene6972	12	26	8	27	0	67	28	86	22	31
Gene6973	12	3	9	10	0	13	3	10	34	2
Gene6974	9	3	10	1	1	0	0	2	1	1
Gene6975	0	0	0	5	0	12	9	22	0	0
Gene6976	12	30	45	14	0	76	65	52	59	61
Gene6977	7	9	4	4	1	9	2	1	8	5
Gene6978	2	11	12	2	0	2	4	1	1	3
Gene6979	87	60	39	40	24	34	16	25	38	22
Gene6980	12	20	8	3	2	27	10	19	35	8
Gene6981	43	65	66	39	2	176	261	385	163	171
Gene6982	5	9	4	10	3	2	46	38	12	21
Gene6983	45	103	58	120	19	135	193	119	153	85
Gene6984	23	17	29	12	1	19	35	17	62	54
Gene6985	1	5	0	2	0	1	19	13	1	0
Gene6986	31	3	16	4	2	1	6	16	7	1
Gene6987	33	66	43	24	9	53	82	208	122	103
Gene6988	70	84	75	93	9	105	164	174	137	62
Gene6989	0	22	0	1	4	1	2	0	16	10
Gene6990	6	11	29	14	13	1	22	5	9	18
Gene6991	5	1	0	2	2	5	0	0	4	3
Gene6992	9	2	0	0	0	3	11	0	0	0
Gene6993	34	42	82	46	14	104	213	338	198	113
Gene6994	21	41	21	37	3	6	22	16	7	16
Gene6995	174	123	125	74	6	78	89	135	100	58
Gene6996	83	48	29	44	11	9	26	25	14	8
Gene6997	7	8	1	5	3	15	14	37	1	25
Gene6998	0	0	5	0	0	1	0	1	0	0
Gene6999	12	14	25	19	4	12	30	87	8	7
Gene7000	218	80	147	53	18	149	222	561	542	339
Gene7001	16	10	12	6	5	10	6	7	1	25
Gene7002	14	2	18	18	0	4	1	3	1	1
Gene7003	15	0	0	1	0	5	0	7	0	1
Gene7004	209	95	212	143	46	197	171	271	234	104
Gene7005	4	0	14	3	0	1	9	6	5	3
Gene7006	14	4	3	0	7	9	7	3	1	19
Gene7007	10	17	23	22	5	0	3	1	2	2
Gene7008	10	6	4	14	9	2	0	1	1	0
Gene7009	0	0	3	8	3	1	0	1	1	0
Gene7010	6	1	10	10	0	5	8	62	24	9
Gene7011	0	0	3	0	0	1	3	12	0	3
Gene7012	5	21	3	6	0	3	6	8	8	16
Gene7013	1	17	8	4	3	5	2	3	6	0
Gene7014	0	0	0	0	0	0	6	15	0	4
Gene7015	105	56	88	77	12	2	15	12	17	5
Gene7016	12	51	42	36	5	7	12	5	11	13
Gene7017	19	17	10	2	5	5	4	9	7	8
Gene7018	3	4	0	6	0	1	8	1	3	32
Gene7019	0	0	0	0	0	0	85	3	430	33
Gene7020	13	20	33	8	0	30	23	77	30	31
Gene7021	8	10	0	8	0	8	4	5	13	8
Gene7022	54	27	36	21	3	11	18	49	37	19
Gene7023	89	99	156	29	16	56	28	45	102	41
Gene7024	1	13	1	0	0	0	0	1	3	6
Gene7025	4	17	10	6	0	9	4	3	11	2
Gene7026	1	9	0	3	0	5	18	23	24	1
Gene7027	6	18	9	26	1	62	20	12	6	4
Gene7028	38	69	12	20	3	6	9	1	8	5
Gene7029	2	0	0	11	0	0	0	2	0	0
Gene7030	11	10	1	5	0	27	79	77	44	12
Gene7031	0	9	1	0	0	0	15	0	1	9
Gene7032	21	48	19	43	9	5	8	3	5	1
Gene7033	96	66	60	66	26	1378	971	2266	1186	951
Gene7034	38	21	52	55	9	53	56	57	57	57
Gene7035	34	34	34	29	11	16	16	29	14	7
Gene7036	64	36	40	52	6	59	35	113	81	49
Gene7037	34	53	32	6	3	69	72	59	39	88
Gene7038	0	0	0	0	0	1	0	0	11	0
Gene7039	20	50	9	14	2	1	0	1	1	0
Gene7040	76	96	51	103	8	15	18	26	5	3
Gene7041	41	44	24	31	14	71	60	79	178	59
Gene7042	2	0	4	1	0	0	0	0	0	0
Gene7043	19	15	7	20	1	10	3	7	5	20
Gene7044	2	1	0	0	0	0	24	0	65	0
Gene7045	5	1	0	2	0	0	0	1	0	1
Gene7046	133	71	62	44	13	10	5	7	5	6
Gene7047	58	8	4	17	2	27	38	72	41	11
Gene7048	2	1	0	4	0	0	0	3	0	0
Gene7049	13	2	23	7	6	17	40	19	31	8
Gene7050	18	38	9	36	7	26	26	50	59	23
Gene7051	8	2	9	2	0	1	15	9	3	1
Gene7052	231	124	213	152	47	62	47	122	119	57
Gene7053	3	3	0	12	0	1	0	0	0	0
Gene7054	0	0	2	0	0	12	0	0	7	0
Gene7055	89	15	30	60	5	19	21	13	46	62
Gene7056	98	24	53	80	6	29	11	21	17	21
Gene7057	78	44	34	23	4	2	2	14	12	2
Gene7058	0	11	4	0	4	8	0	0	2	0
Gene7059	9	11	2	0	3	48	3	40	0	11
Gene7060	20	34	3	9	2	36	45	8	8	33
Gene7061	0	0	9	2	0	0	0	2	2	2
Gene7062	11	11	14	7	0	14	1	7	9	10
Gene7063	45	21	4	4	0	5	10	4	15	13
Gene7064	208	118	53	52	13	49	102	152	39	66
Gene7065	21	12	39	25	10	5	7	8	3	12
Gene7066	2	1	2	11	0	6	2	5	6	7
Gene7067	63	68	62	139	16	10	17	24	22	19
Gene7068	2	3	10	8	0	24	59	25	6	29
Gene7069	13	35	19	14	4	53	20	51	68	17
Gene7070	3	8	15	1	0	5	1	13	3	7
Gene7071	29	18	16	4	0	2	3	1	2	2
Gene7072	45	26	22	21	1	16	18	122	11	31
Gene7073	0	10	0	6	1	1	0	3	1	2
Gene7074	1	0	1	0	0	0	0	0	0	0
Gene7075	93	52	84	75	9	85	33	102	71	86
Gene7076	21	32	29	42	8	11	3	12	19	13
Gene7077	79	36	53	53	10	192	101	110	273	71
Gene7078	5	61	48	23	14	37	11	57	37	43
Gene7079	6	8	15	4	0	5	7	5	5	4
Gene7080	24	6	10	36	3	72	52	50	44	58
Gene7081	34	9	46	26	6	125	33	237	69	178
Gene7082	67	65	17	20	12	70	51	60	64	15
Gene7083	0	7	1	6	1	12	6	35	1	12
Gene7084	39	44	77	43	13	206	120	110	115	79
Gene7085	72	67	37	36	12	18	27	20	14	6
Gene7086	66	81	41	76	9	71	52	57	41	73
Gene7087	7	0	6	1	0	0	3	10	5	0
Gene7088	2	3	1	0	0	2	19	33	21	28
Gene7089	7	10	0	0	1	2	0	1	2	4
Gene7090	4	37	35	24	4	18	19	41	20	6
Gene7091	53	60	35	50	8	39	18	36	28	17
Gene7092	48	19	6	14	14	7	3	7	5	4
Gene7093	146	155	239	94	22	606	753	814	940	626
Gene7094	13	32	2	1	6	4	4	5	2	4
Gene7095	10	17	27	0	3	34	11	29	45	18
Gene7096	48	34	26	45	0	12	14	30	21	16
Gene7097	15	7	13	4	3	7	2	10	0	17
Gene7098	6	28	12	9	0	7	20	12	14	10
Gene7099	15	35	1	15	1	7	15	20	47	15
Gene7100	29	46	25	44	0	65	36	37	47	36
Gene7101	26	96	152	87	9	209	113	137	208	119
Gene7102	59	34	51	56	3	12	76	69	41	81
Gene7103	21	18	2	29	0	3	4	0	1	5
Gene7104	0	0	0	4	0	0	0	0	0	0
Gene7105	18	15	21	45	3	22	17	10	12	10
Gene7106	5	2	8	6	3	4	26	99	35	0
Gene7107	13	0	1	2	0	19	11	6	2	2
Gene7108	8	27	15	21	9	9	13	13	7	7
Gene7109	42	12	8	19	0	29	67	62	221	59
Gene7110	14	29	4	3	0	8	0	2	2	6
Gene7111	6	3	4	9	0	4	6	9	6	8
Gene7112	10	16	17	6	7	1	2	3	1	4
Gene7113	10	25	35	14	4	14	14	19	26	8
Gene7114	26	15	8	23	0	7	10	3	18	8
Gene7115	10	23	12	1	0	33	23	39	15	29
Gene7116	21	4	33	3	4	93	95	81	164	74
Gene7117	23	14	20	0	0	9	3	22	6	6
Gene7118	18	0	4	0	0	0	0	7	11	0
Gene7119	42	30	62	54	20	165	168	601	473	307
Gene7120	10	2	0	0	0	0	4	1	0	0
Gene7121	8	44	4	21	6	23	11	40	1	8
Gene7122	5	8	11	9	1	30	37	16	10	18
Gene7123	1	6	7	3	2	61	39	45	40	11
Gene7124	9	32	20	30	1	51	108	13	40	29
Gene7125	79	35	65	80	8	69	53	49	68	97
Gene7126	185	201	149	170	39	137	99	55	122	155
Gene7127	10	4	6	10	0	3	22	26	38	25
Gene7128	7	6	7	21	8	17	5	27	11	7
Gene7129	1	3	10	1	0	0	1	0	3	0
Gene7130	10	4	2	0	0	0	2	6	1	1
Gene7131	21	92	69	49	5	5	6	12	9	3
Gene7132	70	64	22	25	9	18	5	46	55	18
Gene7133	3	0	0	5	2	0	0	7	0	0
Gene7134	1	5	5	0	1	0	1	1	1	2
Gene7135	65	18	41	16	1	38	98	119	425	140
Gene7136	2	14	1	2	8	1	6	2	3	5
Gene7137	24	30	6	8	7	21	21	152	33	7
Gene7138	0	2	0	6	5	2	9	2	14	9
Gene7139	57	14	10	17	0	5	4	1	8	4
Gene7140	58	20	36	33	11	214	107	257	270	217
Gene7141	2	0	1	0	0	2	0	3	0	0
Gene7142	15	17	10	16	0	1	1	7	5	5
Gene7143	1	0	12	1	0	6	5	3	0	2
Gene7144	6	2	0	8	2	2	2	1	3	1
Gene7145	24	33	20	7	5	22	26	44	17	31
Gene7146	4	15	24	12	0	4	18	19	16	6
Gene7147	47	65	62	32	9	37	78	28	73	65
Gene7148	18	22	19	10	8	5	12	12	24	15
Gene7149	37	13	10	23	6	29	65	21	48	45
Gene7150	1	0	0	1	0	6	0	15	0	0
Gene7151	11	0	0	0	0	0	0	0	2	0
Gene7152	4	6	8	7	0	1	1	5	0	1
Gene7153	4	2	7	8	2	10	0	9	7	13
Gene7154	125	254	218	95	20	160	348	324	453	237
Gene7155	104	178	188	95	8	51	66	111	38	42
Gene7156	1	8	3	7	0	1	3	3	2	8
Gene7157	101	193	197	144	17	56	111	187	80	36
Gene7158	2	2	0	4	0	1	15	11	1	6
Gene7159	1	1	2	2	0	0	0	0	0	3
Gene7160	4	2	0	12	3	6	14	33	5	11
Gene7161	77	75	80	67	6	18	20	24	18	27
Gene7162	6	3	0	2	0	1	1	4	3	6
Gene7163	18	24	42	33	12	2	4	4	3	1
Gene7164	59	25	28	50	14	220	261	161	341	105
Gene7165	77	94	75	78	21	236	136	79	131	160
Gene7166	0	9	4	9	0	1	1	2	0	0
Gene7167	4	0	0	4	3	3	0	1	6	2
Gene7168	0	2	0	0	0	5	0	2	0	2
Gene7169	108	53	54	36	9	65	76	120	84	119
Gene7170	7	18	3	7	0	6	5	14	8	16
Gene7171	63	38	26	24	14	21	11	25	40	24
Gene7172	68	114	99	58	9	156	136	195	251	104
Gene7173	6	3	3	3	0	16	17	12	50	16
Gene7174	2	1	2	0	0	0	1	1	0	1
Gene7175	11	5	6	8	0	18	33	3	46	28
Gene7176	54	62	54	92	27	40	21	48	17	13
Gene7177	65	30	26	7	4	1	0	6	5	0
Gene7178	97	121	197	131	7	57	28	107	76	27
Gene7179	12	3	4	7	0	4	42	8	4	5
Gene7180	0	1	0	0	0	0	0	2	1	0
Gene7181	0	0	5	1	0	0	0	1	3	1
Gene7182	28	15	3	23	1	9	6	3	7	5
Gene7183	553	353	194	449	91	657	177	504	500	230
Gene7184	129	164	174	122	38	23	19	39	35	20
Gene7185	0	5	3	4	0	3	0	2	3	22
Gene7186	25	7	32	39	14	3	1	3	3	4
Gene7187	3	2	0	1	0	2	0	0	2	0
Gene7188	23	17	34	34	5	45	5	28	25	21
Gene7189	0	1	0	0	2	0	0	0	2	0
Gene7190	147	113	102	56	24	47	56	94	134	57
Gene7191	52	9	8	7	3	21	6	54	29	13
Gene7192	2	9	2	3	0	0	0	6	0	0
Gene7193	4	5	4	8	0	45	3	9	6	3
Gene7194	59	47	19	31	2	4	8	7	0	5
Gene7195	229	284	551	156	62	239	229	419	152	188
Gene7196	12	21	18	13	0	20	13	53	56	58
Gene7197	112	250	188	146	9	45	36	98	54	76
Gene7198	36	34	45	17	0	16	6	3	8	12
Gene7199	6	29	13	15	1	11	10	15	48	9
Gene7200	31	46	51	49	9	27	4	31	16	4
Gene7201	60	51	98	31	10	35	53	42	57	41
Gene7202	70	42	25	39	0	113	282	117	200	301
Gene7203	195	65	123	230	14	160	99	237	263	159
Gene7204	95	54	130	45	7	47	51	54	56	19
Gene7205	11	36	4	14	13	14	1	2	3	2
Gene7206	24	12	7	2	0	58	33	74	37	98
Gene7207	49	23	13	33	0	36	25	67	10	43
Gene7208	6	6	17	0	0	3	5	4	5	3
Gene7209	79	126	68	64	6	61	18	47	34	38
Gene7210	53	54	22	23	15	150	226	168	115	178
Gene7211	38	38	62	20	13	13	11	23	47	12
Gene7212	9	23	20	16	1	6	6	2	3	1
Gene7213	1	0	0	5	0	0	0	0	0	5
Gene7214	28	6	9	5	1	2	6	1	1	4
Gene7215	25	23	9	22	13	1	7	13	2	5
Gene7216	25	8	0	22	0	1	2	1	0	0
Gene7217	48	91	31	69	8	25	18	51	31	38
Gene7218	7	1	2	9	0	14	2	13	4	12
Gene7219	47	16	40	41	12	102	93	169	135	78
Gene7220	81	89	67	80	13	174	260	163	282	151
Gene7221	21	6	23	7	0	22	31	56	40	50
Gene7222	3	5	12	0	0	5	0	2	0	2
Gene7223	114	59	80	76	6	137	210	356	144	89
Gene7224	55	8	25	36	4	2	0	4	5	5
Gene7225	392	261	252	221	55	74	56	108	145	41
Gene7226	84	64	56	45	6	1	3	4	3	7
Gene7227	7	2	1	4	0	8	8	4	26	6
Gene7228	3	1	7	1	0	0	3	5	13	1
Gene7229	13	3	5	8	0	5	52	57	17	16
Gene7230	7	8	1	3	3	16	1	13	22	25
Gene7231	9	12	8	7	3	0	3	2	8	3
Gene7232	8	13	9	4	0	9	8	0	6	1
Gene7233	12	18	13	29	5	126	78	46	123	59
Gene7234	2	15	7	3	6	8	3	2	6	4
Gene7235	16	4	17	10	4	11	10	5	6	6
Gene7236	11	5	13	0	10	7	1	2	17	2
Gene7237	70	49	32	37	15	11	3	10	6	8
Gene7238	0	3	0	0	0	1	0	14	0	0
Gene7239	18	11	2	12	0	9	21	30	39	28
Gene7240	100	48	50	55	18	76	123	137	127	115
Gene7241	3	3	1	5	0	1	2	3	1	12
Gene7242	8	4	12	50	0	18	6	11	3	14
Gene7243	1	19	0	2	1	2	1	1	0	5
Gene7244	3	2	10	0	7	11	28	14	5	29
Gene7245	10	15	7	9	2	3	2	5	18	18
Gene7246	17	4	26	3	12	80	15	34	16	139
Gene7247	6	44	8	4	0	9	15	8	12	3
Gene7248	8	6	11	1	6	1	3	2	1	1
Gene7249	21	134	193	61	13	37	21	59	37	72
Gene7250	8	11	14	2	0	12	8	83	19	13
Gene7251	61	15	49	20	2	43	42	115	54	48
Gene7252	53	15	46	38	2	28	52	35	89	40
Gene7253	64	102	93	52	0	45	100	92	88	44
Gene7254	0	0	0	0	0	0	4	9	0	0
Gene7255	12	23	30	3	2	5	11	3	10	5
Gene7256	75	25	83	14	3	62	62	242	176	129
Gene7257	10	0	2	12	6	2	4	3	1	2
Gene7258	11	5	1	4	0	1	12	26	2	26
Gene7259	22	24	11	3	9	15	3	24	33	12
Gene7260	12	23	14	23	2	21	42	100	138	5
Gene7261	15	16	4	6	2	27	48	33	26	17
Gene7262	6	1	1	0	0	0	0	1	7	0
Gene7263	29	20	36	18	1	13	3	12	11	12
Gene7264	50	30	11	7	2	71	97	72	103	53
Gene7265	4	4	2	2	0	3	0	21	4	0
Gene7266	4	12	2	1	2	7	8	60	3	24
Gene7267	12	13	11	41	1	11	5	6	15	1
Gene7268	0	9	6	3	1	3	2	2	8	1
Gene7269	4	0	0	1	0	0	0	1	0	1
Gene7270	2	0	0	0	0	6	1	1	6	0
Gene7271	8	3	11	5	0	16	10	43	22	18
Gene7272	59	24	34	17	6	20	26	16	21	23
Gene7273	164	159	111	111	36	79	104	130	127	119
Gene7274	8	5	5	11	0	9	2	5	4	6
Gene7275	90	237	210	96	12	145	120	258	223	202
Gene7276	8	8	12	7	1	93	9	45	33	20
Gene7277	21	18	26	29	4	73	41	213	112	64
Gene7278	23	56	21	46	1	52	18	103	34	45
Gene7279	9	28	17	39	5	105	84	89	74	70
Gene7280	82	41	84	100	8	72	49	76	82	75
Gene7281	53	61	150	77	6	1452	2320	1902	2809	1559
Gene7282	1	0	1	9	0	0	1	4	0	0
Gene7283	10	20	2	11	0	1	0	2	1	0
Gene7284	38	39	42	38	6	54	42	85	57	31
Gene7285	11	32	0	8	3	3	4	0	4	5
Gene7286	70	50	14	29	6	7	14	17	13	5
Gene7287	4	0	2	1	0	0	8	5	0	12
Gene7288	13	30	41	11	5	8	3	3	6	13
Gene7289	96	76	109	61	23	44	14	58	23	33
Gene7290	36	7	15	16	1	7	9	14	25	11
Gene7291	19	11	16	23	3	56	74	88	205	89
Gene7292	14	21	10	26	1	3	1	2	7	1
Gene7293	144	85	92	84	22	137	135	130	233	146
Gene7294	63	9	13	32	0	231	145	97	35	155
Gene7295	8	2	0	4	0	1	3	4	7	5
Gene7296	0	9	0	0	0	0	1	0	0	0
Gene7297	59	23	106	27	14	5	10	14	5	16
Gene7298	2	1	6	2	0	2	13	1	12	0
Gene7299	30	38	55	67	1	98	111	147	203	255
Gene7300	2	0	0	0	0	5	7	27	0	6
Gene7301	4	0	0	0	0	20	14	23	9	8
Gene7302	0	10	1	5	0	0	1	0	0	0
Gene7303	10	2	15	5	0	45	5	66	32	47
Gene7304	26	15	5	0	0	4	5	1	8	2
Gene7305	40	49	25	36	2	26	5	18	22	9
Gene7306	7	12	4	0	0	8	13	23	0	55
Gene7307	15	4	14	3	0	3	3	8	1	14
Gene7308	159	231	157	124	36	85	79	396	153	82
Gene7309	48	103	123	96	13	30	21	55	79	30
Gene7310	8	6	11	25	3	2	2	1	4	0
Gene7311	0	8	2	0	0	1	1	1	0	0
Gene7312	173	50	67	83	11	26	16	38	19	15
Gene7313	13	54	45	51	15	173	116	39	80	66
Gene7314	71	64	93	57	17	280	86	388	515	229
Gene7315	0	4	0	0	0	0	3	0	0	0
Gene7316	0	1	0	0	0	0	0	0	0	0
Gene7317	233	237	132	221	57	128	125	389	172	165
Gene7318	70	26	23	32	5	468	471	642	488	466
Gene7319	67	68	51	46	9	50	48	85	129	56
Gene7320	15	17	5	13	2	7	17	30	42	12
Gene7321	45	20	68	52	7	303	316	175	181	47
Gene7322	2	7	9	0	1	18	0	23	39	12
Gene7323	54	12	29	8	10	5	13	29	67	52
Gene7324	34	24	38	40	1	29	67	47	75	32
Gene7325	48	49	35	32	3	23	30	61	37	10
Gene7326	16	3	2	4	0	4	1	6	2	5
Gene7327	96	106	97	41	34	52	79	64	300	75
Gene7328	9	22	20	23	1	6	4	2	9	10
Gene7329	145	73	85	86	9	871	281	751	398	338
Gene7330	4	5	1	9	0	1	5	1	7	6
Gene7331	2	0	4	1	0	0	0	8	1	0
Gene7332	4	41	39	24	3	15	20	49	16	16
Gene7333	0	8	5	9	3	1	0	0	0	0
Gene7334	19	12	3	8	1	51	21	46	68	25
Gene7335	35	7	6	19	5	0	3	5	2	1
Gene7336	6	18	13	16	0	11	2	8	28	41
Gene7337	0	0	0	1	0	0	1	0	1	3
Gene7338	144	203	324	345	20	564	295	576	414	170
Gene7339	46	23	17	21	9	12	11	9	27	21
Gene7340	4	4	2	2	0	24	14	20	9	3
Gene7341	40	41	34	74	10	117	36	200	71	30
Gene7342	3	5	21	1	0	5	1	12	3	2
Gene7343	1	12	3	2	0	0	0	7	2	6
Gene7344	0	2	5	0	0	0	0	3	3	0
Gene7345	228	110	151	155	45	916	837	1161	810	794
Gene7346	706	485	290	660	70	450	369	452	474	424
Gene7347	54	45	33	54	10	1	2	2	1	2
Gene7348	9	3	6	18	1	3	12	20	2	2
Gene7349	11	27	8	9	0	41	104	177	89	170
Gene7350	1	18	4	1	0	63	60	2	66	39
Gene7351	5	55	58	11	8	127	125	163	127	97
Gene7352	72	16	21	22	6	14	3	17	9	8
Gene7353	1	0	8	8	1	3	1	11	8	4
Gene7354	340	125	148	128	51	67	69	150	112	83
Gene7355	26	27	20	39	4	61	69	136	38	58
Gene7356	107	115	87	103	19	46	49	60	66	91
Gene7357	3	18	11	5	0	13	41	17	10	15
Gene7358	52	117	70	28	18	68	50	158	56	48
Gene7359	5	2	1	17	0	1	1	17	0	0
Gene7360	9	10	25	14	4	74	179	33	110	51
Gene7361	241	99	151	172	50	90	112	137	144	37
Gene7362	1	4	0	0	1	1	2	2	0	0
Gene7363	245	219	374	155	72	29	17	15	33	15
Gene7364	0	3	1	3	0	5	0	0	17	9
Gene7365	1	3	8	0	0	3	4	4	4	0
Gene7366	56	17	39	43	10	14	4	11	16	3
Gene7367	51	2	25	0	0	13	57	16	35	18
